prof_id,rec_id,x,y,cds2d,shore_bath,cds3d_1,slopd_1
4,188,741215.856,3467750.206,494.441963,-410.9648784,494.5336681,0.205284075
4,189,741217.1279,3467751.426,496.2045453,-410.9585632,496.2962617,-0.650959201
4,190,741217.3653,3467752.238,497.0500126,-410.9681693,497.1417837,-1.336640773
4,191,741216.9998,3467753.768,498.6230224,-411.0048724,498.7152216,-1.685005867
4,192,741215.2696,3467754.918,500.7006132,-411.0659897,500.7937111,-1.595379154
4,193,741213.9771,3467755.364,502.0679158,-411.1040715,502.1615439,-1.6718917
4,194,741212.6205,3467756.98,504.1783299,-411.1656709,504.2728569,-0.007840004
4,195,741213.7416,3467758.38,505.971837,-411.1659163,506.066364,0.421050368
4,196,741215.5235,3467759.722,508.2025796,-411.1495229,508.2971669,0.339564801
4,197,741216.7809,3467760.777,509.8440128,-411.1397948,509.9386289,-0.940224757
4,198,741216.8676,3467761.768,510.8388716,-411.156122,510.9336216,-1.663119779
4,199,741215.0733,3467764.089,513.7723463,-411.2412956,513.8683326,-1.685449247
4,200,741214.0182,3467765.347,515.4137795,-411.289595,515.5104762,-1.517062543
4,201,741211.5364,3467771.223,521.7926096,-411.4585314,521.891543,-1.618453987
4,202,741208.7799,3467773.961,525.6776572,-411.5683029,525.7781411,-1.656046075
4,203,741203.5602,3467777.08,531.7586056,-411.7441123,531.8616304,-1.429689558
4,204,741202.0178,3467780.378,535.3988765,-411.8349661,535.5030349,-0.181558609
4,205,741203.0172,3467782.288,537.5544038,-411.8417965,537.658573,-0.947671264
4,206,741202.9965,3467783.954,539.2207716,-411.8693608,539.3251687,-1.652776733
4,207,741201.4603,3467785.42,541.344173,-411.9306302,541.4494539,-1.62238316
4,208,741198.0638,3467786.549,544.9235145,-412.0320097,545.0302308,-0.838158461
4,209,741194.4216,3467784.87,548.9339184,-412.0906806,549.0410638,-1.388153934
4,210,741188.6259,3467785.211,554.7396293,-412.231368,554.8484792,-1.566193494
4,211,741183.6065,3467786.815,560.009147,-412.3754474,560.1199662,-1.589466297
4,212,741177.3338,3467795.02,570.3373803,-412.6620408,570.452175,
